recording_session_id,recording_id,piece_id,qinist_id,recording_take_no,batch_id,batch_take_no,script_id,event_id,event_range,gesture_id,normalized_name,primary_sound_type,expected_sample_type,realization_variant,realization_pre_action,is_context_take,is_special_take,slate_number,spoken_slate_text,asr_accepted_variants,recording_instruction,gap_instruction,tail_instruction,retake_policy,raw_file_policy,notes
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,038,batch04,008,RS_XWC_002_038,XWC_P06_N01,,SAN_TIAO_4,散挑四,散音,atomic,straight,none,false,false,038,零三八,零三八,弹散音挑四弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,039,batch04,009,RS_XWC_002_039,XWC_P06_N02,,AN_THUMB_9_GOU_1,大九勾一,按音,atomic,straight,none,false,false,039,零三九,零三九,大指按九徽，勾一弦，直按版本，不主动加绰，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,040,batch04,010,RS_XWC_002_040,XWC_P06_N02,,AN_THUMB_9_GOU_1,大九勾一,按音,atomic,chuo,chuo,false,false,040,零四零,零四零,大指九徽勾一弦，按 realization_variant=chuo 加入自然绰音，注意绰不要夸张，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,041,batch05,001,RS_XWC_002_041,XWC_P06_N03,,SAN_TIAO_5,散挑五,散音,atomic,straight,none,false,false,041,零四幺,零四幺;零四一,弹散音挑五弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,042,batch05,002,RS_XWC_002_042,XWC_P06_N04,,AN_THUMB_9_GOU_2,大九勾二,按音,atomic,straight,none,false,false,042,零四二,零四二,大指按九徽，勾二弦，直按版本，不主动加绰，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,043,batch05,003,RS_XWC_002_043,XWC_P06_N04,,AN_THUMB_9_GOU_2,大九勾二,按音,atomic,chuo,chuo,false,false,043,零四三,零四三,大指九徽勾二弦，按 realization_variant=chuo 加入自然绰音，注意绰不要夸张，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,044,batch05,004,RS_XWC_002_044,XWC_P07_N01,,SAN_TIAO_6,散挑六,散音,atomic,straight,none,false,false,044,零四四,零四四,弹散音挑六弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,045,batch05,005,RS_XWC_002_045,XWC_P07_N02,,AN_THUMB_9_GOU_3,大九勾三,按音,atomic,straight,none,false,false,045,零四五,零四五,大指按九徽，勾三弦，直按版本，不主动加绰，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,046,batch05,006,RS_XWC_002_046,XWC_P07_N02,,AN_THUMB_9_GOU_3,大九勾三,按音,atomic,chuo,chuo,false,false,046,零四六,零四六,大指九徽勾三弦，按 realization_variant=chuo 加入自然绰音，注意绰不要夸张，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,047,batch05,007,RS_XWC_002_047,XWC_P07_N03,,SAN_TIAO_7,散挑七,散音,atomic,straight,none,false,false,047,零四七,零四七,弹散音挑七弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,048,batch05,008,RS_XWC_002_048,XWC_P07_N04,,AN_THUMB_9_GOU_4,大九勾四,按音,atomic,straight,none,false,false,048,零四八,零四八,大指按九徽，勾四弦，直按版本，不主动加绰，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,049,batch05,009,RS_XWC_002_049,XWC_P07_N04,,AN_THUMB_9_GOU_4,大九勾四,按音,atomic,chuo,chuo,false,false,049,零四九,零四九,大指九徽勾四弦，按 realization_variant=chuo 加入自然绰音，注意绰不要夸张，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,050,batch05,010,RS_XWC_002_050,XWC_P08_N01,,AN_THUMB_9_GOU_5,大九勾五,按音,atomic,straight,none,false,false,050,零五零,零五零,大指按九徽，勾五弦，直按版本，不主动加绰，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,051,batch06,001,RS_XWC_002_051,XWC_P08_N01,,AN_THUMB_9_GOU_5,大九勾五,按音,atomic,chuo,chuo,false,false,051,零五幺,零五幺;零五一,大指九徽勾五弦，按 realization_variant=chuo 加入自然绰音，注意绰不要夸张，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,052,batch06,002,RS_XWC_002_052,XWC_P08_N02,,AN_THUMB_9_GOU_6_SHANG_79,大九勾六上七九,按音,atomic,straight,none,false,false,052,零五二,零五二,大指按九徽，勾六弦出声后上滑至七徽九分；直按版本，不主动加绰。上滑要拖开，保留滑音过程和余音，结束后停 2.5 秒,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 2.5 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight | long_tail_rule=2.5s_after_full_decay
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,053,batch06,003,RS_XWC_002_053,XWC_P08_N02,,AN_THUMB_9_GOU_6_SHANG_79,大九勾六上七九,按音,atomic,chuo,chuo,false,false,053,零五三,零五三,大指九徽勾六弦，按 realization_variant=chuo 加入自然绰音；勾六出声后上滑至七徽九分。绰不要夸张，上滑要拖开，保留滑音过程和余音，结束后停 2.5 秒,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 2.5 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization | long_tail_rule=2.5s_after_full_decay
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,054,batch06,004,RS_XWC_002_054,XWC_P08_N03,,SAN_TIAO_7,散挑七,散音,atomic,straight,none,false,false,054,零五四,零五四,弹散音挑七弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,055,batch06,005,RS_XWC_002_055,XWC_P08_N04,,AN_THUMB_9_GOU_4,大九勾四,按音,atomic,straight,none,false,false,055,零五五,零五五,大指按九徽，勾四弦，直按版本，不主动加绰，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,056,batch06,006,RS_XWC_002_056,XWC_P08_N04,,AN_THUMB_9_GOU_4,大九勾四,按音,atomic,chuo,chuo,false,false,056,零五六,零五六,大指九徽勾四弦，按 realization_variant=chuo 加入自然绰音，注意绰不要夸张，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,057,batch06,007,RS_XWC_002_057,XWC_P09_N01,,AN_THUMB_9_GOU_4_ZHUANG,大九勾四撞,按音,atomic,straight,none,false,false,057,零五七,零五七,大指九徽勾四弦，带撞动作，撞幅度小，不要压重，保留余音，结束后停 2.5 秒,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 2.5 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight | long_tail_rule=2.5s_after_full_decay
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,058,batch06,008,RS_XWC_002_058,XWC_P09_N01,,AN_THUMB_9_GOU_4_ZHUANG,大九勾四撞,按音,atomic,zhu,zhu,false,false,058,零五八,零五八,大指九徽勾四弦，录注按并带撞版本；撞为小幅回返，落点偏虚，保留余音，结束后停 2.5 秒,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 2.5 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 谱面明示注 | long_tail_rule=2.5s_after_full_decay
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,059,batch06,009,RS_XWC_002_059,XWC_P09_N02,,AN_RING_10_QIAQI,名十掐起,按音,atomic,atomic,none,false,false,059,零五九,零五九,单独录名十掐起，动作放清楚，保留左手发音的自然起点，保留余音，结束后停 2.5 秒,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 2.5 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 掐起 atomic dummy | long_tail_rule=2.5s_after_full_decay
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,060,batch06,010,RS_XWC_002_060,XWC_P09_N02,XWC_P09_N01_to_N02,AN_RING_10_QIAQI,名十掐起,按音,context,context,none,true,true,060,零六零,零六零,录上下文版本：从 XWC_P09_N01 大注九勾四撞 接到 XWC_P09_N02 名十掐起，重点保持‘注—勾四—撞—掐起’的承接自然。撞要小幅、落点偏虚；掐起不要像孤立插入音。保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 2.5 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,"source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 掐起 context dummy；掐起 context take 1 | context_take_1: same transition reference as T071; record twice for later selection, not an atomic replacement | long_tail_rule=2.5s_after_full_decay"
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,061,batch07,001,RS_XWC_002_061,XWC_P09_N03,,SAN_TIAO_6,散挑六,散音,atomic,straight,none,false,false,061,零六幺,零六幺;零六一,弹散音挑六弦，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,062,batch07,002,RS_XWC_002_062,XWC_P09_N04,,AN_RING_10_GOU_4,名十勾四,按音,atomic,straight,none,false,false,062,零六二,零六二,名指按十徽，勾四弦，直按版本，不主动加绰，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,063,batch07,003,RS_XWC_002_063,XWC_P09_N04,,AN_RING_10_GOU_4,名十勾四,按音,atomic,chuo,chuo,false,false,063,零六三,零六三,名指十徽勾四弦，按 realization_variant=chuo 加入自然绰音，注意绰不要夸张，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,064,batch07,004,RS_XWC_002_064,XWC_P10_N01,,FAN_SHI_7_GOU_4,泛食七勾四,泛音,atomic,straight,none,false,false,064,零六四,零六四,录泛音泛食七勾四，泛音点轻触清楚，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,065,batch07,005,RS_XWC_002_065,XWC_P10_N02,,FAN_SHI_7_TIAO_7,泛食七挑七,泛音,atomic,straight,none,false,false,065,零六五,零六五,录泛音泛食七挑七，泛音点轻触清楚，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,066,batch07,006,RS_XWC_002_066,XWC_P10_N03,,FAN_SHI_7_TIAO_6,泛食七挑六,泛音,atomic,straight,none,false,false,066,零六六,零六六,录泛音泛食七挑六，泛音点轻触清楚，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,067,batch07,007,RS_XWC_002_067,XWC_P10_N04,,FAN_SHI_7_TIAO_4,泛食七挑四,泛音,atomic,straight,none,false,false,067,零六七,零六七,录泛音泛食七挑四，泛音点轻触清楚，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,068,batch07,008,RS_XWC_002_068,XWC_P10_N05,,FAN_ZHONG_7_GOU_1,泛中七勾一,泛音,atomic,straight,none,false,false,068,零六八,零六八,录泛音泛中七勾一，泛音点轻触清楚，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,069,batch07,009,RS_XWC_002_069,XWC_P10_N06,,FAN_DA_7_BO_6,泛大七擘六,泛音,atomic,straight,none,false,false,069,零六九,零六九,录泛音泛大七擘六，泛音点轻触清楚，保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 1.2 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,070,batch07,010,RS_XWC_002_070,XWC_P10_N07,,FAN_DA7_ZHONG7_CUO_6_1,泛大七中七撮六一,泛音,atomic,straight,none,false,false,070,零七零,零七零,录复合泛音泛大七中七撮六一，两声同时起，手法保持干净，保留余音，结束后停 2.5 秒,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 2.5 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight | long_tail_rule=2.5s_after_full_decay
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,071,batch07,011,RS_XWC_002_071,XWC_P09_N02,XWC_P09_N01_to_N02,AN_RING_10_QIAQI,名十掐起,按音,context,context,none,true,true,071,零七幺,零七幺;零七一,录上下文版本：从 XWC_P09_N01 大注九勾四撞 接到 XWC_P09_N02 名十掐起，重点保持‘注—勾四—撞—掐起’的承接自然。撞要小幅、落点偏虚；掐起不要像孤立插入音。保留余音,先报号，报号后停 0.8 秒再弹。,弹完保留完整自然尾音；尾音结束后至少 2.5 秒再报下一条。,retake 不删除；直接口播本条编号 retake02/retake03 后重录；bad take 也保留并进入 manifest。,优先 WAV 48kHz/24-bit；raw audio 原始文件不剪、不覆盖、不删除；本轮只生成 draft。,"source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 撞到掐起建议上下文录制；撞到掐起 context take 2 / event_range 正式上下文 | context_take_2: same transition reference as T060; record twice for later selection, not an atomic replacement | long_tail_rule=2.5s_after_full_decay"
