version_id,event_id,event_range,phrase_id,gesture_id,selected_recording_take_no,selected_batch_id,selected_source_split_audio,realization_variant,expected_sample_type,context_take_used,context_take_candidate,selection_reason,render_anchor_s,render_anchor_type,pre_attack_music_policy,tail_policy,source_map_row_id,experimental_render,production_grade,not_sample_assets,not_recording_segments,not_ml_training_data
B_PHRASE,XWC_P06_N04,XWC_P06_N04,XWC_P06_LOCAL_PHRASE,AN_THUMB_9_GOU_2,T043,batch05,clean_previews/T043_clean_preview.wav,clean,chuo,false,,B_PHRASE 按 phrase boundary 策略选择句末后序 clean take,1.534,main_attack,keep_silence,smart_fade_100ms,source_map_row_043,true,false,true,true,true
B_PHRASE,XWC_P07_N01,XWC_P07_N01,XWC_P07_LOCAL_PHRASE,SAN_TIAO_6,T044,batch05,clean_previews/T044_clean_preview.wav,clean,straight,false,,B_PHRASE 按版本策略选择同事件首个 ready clean take,0.647,main_attack,keep_silence,smart_fade_100ms,source_map_row_044,true,false,true,true,true
B_PHRASE,XWC_P07_N02,XWC_P07_N02,XWC_P07_LOCAL_PHRASE,AN_THUMB_9_GOU_3,T045,batch05,clean_previews/T045_clean_preview.wav,clean,chuo,false,,B_PHRASE 按版本策略选择同事件首个 ready clean take,0.821,main_attack,keep_silence,smart_fade_100ms,source_map_row_045,true,false,true,true,true
B_PHRASE,XWC_P07_N03,XWC_P07_N03,XWC_P07_LOCAL_PHRASE,SAN_TIAO_7,T047,batch05,clean_previews/T047_clean_preview.wav,clean,straight,false,,B_PHRASE 按版本策略选择同事件首个 ready clean take,0.406,main_attack,keep_silence,smart_fade_100ms,source_map_row_047,true,false,true,true,true
B_PHRASE,XWC_P07_N04,XWC_P07_N04,XWC_P07_LOCAL_PHRASE,AN_THUMB_9_GOU_4,T049,batch05,clean_previews/T049_clean_preview.wav,clean,chuo,false,,B_PHRASE 按 phrase boundary 策略选择句末后序 clean take,1.556,main_attack,keep_silence,smart_fade_100ms,source_map_row_049,true,false,true,true,true
B_PHRASE,XWC_P08_N01,XWC_P08_N01,XWC_P08_LOCAL_PHRASE,AN_THUMB_9_GOU_5,T050,batch05,clean_previews/T050_clean_preview.wav,clean,chuo,false,,B_PHRASE 按版本策略选择同事件首个 ready clean take,1.879,main_attack,keep_silence,smart_fade_100ms,source_map_row_050,true,false,true,true,true
B_PHRASE,XWC_P08_N02,XWC_P08_N02,XWC_P08_LOCAL_PHRASE,AN_THUMB_9_GOU_6_SHANG_79,T052,batch06,clean_previews/T052_clean_preview.wav,clean,chuo,false,,B_PHRASE 按版本策略选择同事件首个 ready clean take,1.193,main_attack,keep_silence,smart_fade_100ms,source_map_row_052,true,false,true,true,true
B_PHRASE,XWC_P08_N03,XWC_P08_N03,XWC_P08_LOCAL_PHRASE,SAN_TIAO_7,T054,batch06,clean_previews/T054_clean_preview.wav,clean,straight,false,,B_PHRASE 按版本策略选择同事件首个 ready clean take,0.836,main_attack,keep_silence,smart_fade_100ms,source_map_row_054,true,false,true,true,true
B_PHRASE,XWC_P08_N04,XWC_P08_N04,XWC_P08_LOCAL_PHRASE,AN_THUMB_9_GOU_4,T056,batch06,clean_previews/T056_clean_preview.wav,clean,chuo,false,,B_PHRASE 按 phrase boundary 策略选择句末后序 clean take,0.376,main_attack,keep_silence,smart_fade_100ms,source_map_row_056,true,false,true,true,true
B_PHRASE,XWC_P09_N01,XWC_P09_N01,XWC_P09_LOCAL_PHRASE,AN_THUMB_9_GOU_4_ZHUANG,T057,batch06,clean_previews/T057_clean_preview.wav,clean,zhu,false,,B_PHRASE 按版本策略选择同事件首个 ready clean take,2.784,main_attack,keep_silence,smart_fade_100ms,source_map_row_057,true,false,true,true,true
B_PHRASE,XWC_P09_N02,XWC_P09_N01_to_N02,XWC_P09_LOCAL_PHRASE,AN_RING_10_QIAQI,T060,batch06,clean_previews/T060_clean_preview.wav,clean,context,true,"T059,T060,T071",B_PHRASE 按 context policy 选择 T060，保留 P09 transition context identity,1.573,main_attack,keep_silence,smart_fade_100ms,source_map_row_060,true,false,true,true,true
B_PHRASE,XWC_P09_N03,XWC_P09_N03,XWC_P09_LOCAL_PHRASE,SAN_TIAO_6,T061,batch07,clean_previews/T061_clean_preview.wav,clean,straight,false,,B_PHRASE 按版本策略选择同事件首个 ready clean take,1.551,main_attack,keep_silence,smart_fade_100ms,source_map_row_061,true,false,true,true,true
B_PHRASE,XWC_P09_N04,XWC_P09_N04,XWC_P09_LOCAL_PHRASE,AN_RING_10_GOU_4,T063,batch07,clean_previews/T063_clean_preview.wav,clean,chuo,false,,B_PHRASE 按 phrase boundary 策略选择句末后序 clean take,1.414,main_attack,keep_silence,smart_fade_100ms,source_map_row_063,true,false,true,true,true
B_PHRASE,XWC_P10_N01,XWC_P10_N01,XWC_P10_LOCAL_PHRASE,FAN_SHI_7_GOU_4,T064,batch07,clean_previews/T064_clean_preview.wav,clean,straight,false,,B_PHRASE 按版本策略选择同事件首个 ready clean take,1.060,main_attack,keep_silence,smart_fade_100ms,source_map_row_064,true,false,true,true,true
B_PHRASE,XWC_P10_N02,XWC_P10_N02,XWC_P10_LOCAL_PHRASE,FAN_SHI_7_TIAO_7,T065,batch07,clean_previews/T065_clean_preview.wav,clean,straight,false,,B_PHRASE 按版本策略选择同事件首个 ready clean take,0.324,main_attack,keep_silence,smart_fade_100ms,source_map_row_065,true,false,true,true,true
B_PHRASE,XWC_P10_N03,XWC_P10_N03,XWC_P10_LOCAL_PHRASE,FAN_SHI_7_TIAO_6,T066,batch07,clean_previews/T066_clean_preview.wav,clean,straight,false,,B_PHRASE 按版本策略选择同事件首个 ready clean take,0.207,main_attack,keep_silence,smart_fade_100ms,source_map_row_066,true,false,true,true,true
B_PHRASE,XWC_P10_N04,XWC_P10_N04,XWC_P10_LOCAL_PHRASE,FAN_SHI_7_TIAO_4,T067,batch07,clean_previews/T067_clean_preview.wav,clean,straight,false,,B_PHRASE 按版本策略选择同事件首个 ready clean take,0.128,main_attack,keep_silence,smart_fade_100ms,source_map_row_067,true,false,true,true,true
B_PHRASE,XWC_P10_N05,XWC_P10_N05,XWC_P10_LOCAL_PHRASE,FAN_ZHONG_7_GOU_1,T068,batch07,clean_previews/T068_clean_preview.wav,clean,straight,false,,B_PHRASE 按版本策略选择同事件首个 ready clean take,0.511,main_attack,keep_silence,smart_fade_100ms,source_map_row_068,true,false,true,true,true
B_PHRASE,XWC_P10_N06,XWC_P10_N06,XWC_P10_LOCAL_PHRASE,FAN_DA_7_BO_6,T069,batch07,clean_previews/T069_clean_preview.wav,clean,straight,false,,B_PHRASE 按版本策略选择同事件首个 ready clean take,0.818,main_attack,keep_silence,smart_fade_100ms,source_map_row_069,true,false,true,true,true
B_PHRASE,XWC_P10_N07,XWC_P10_N07,XWC_P10_LOCAL_PHRASE,FAN_DA7_ZHONG7_CUO_6_1,T070,batch07,clean_previews/T070_clean_preview.wav,clean,straight,false,,B_PHRASE 按版本策略选择同事件首个 ready clean take,2.727,main_attack,keep_silence,smart_fade_100ms,source_map_row_070,true,false,true,true,true
C_QINIST_STYLE,XWC_P01_N01,XWC_P01_N01,XWC_P01_LOCAL_PHRASE,SAN_TIAO_7,T001,batch01,clean_previews/T001_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,2.716,main_attack,keep_silence,smart_fade_100ms,source_map_row_001,true,false,true,true,true
C_QINIST_STYLE,XWC_P01_N02,XWC_P01_N02,XWC_P01_LOCAL_PHRASE,SAN_GOU_5,T002,batch01,clean_previews/T002_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,1.717,main_attack,keep_silence,smart_fade_100ms,source_map_row_002,true,false,true,true,true
C_QINIST_STYLE,XWC_P01_N03,XWC_P01_N03,XWC_P01_LOCAL_PHRASE,SAN_TIAO_7,T003,batch01,clean_previews/T003_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,1.235,main_attack,keep_silence,smart_fade_100ms,source_map_row_003,true,false,true,true,true
C_QINIST_STYLE,XWC_P01_N04,XWC_P01_N04,XWC_P01_LOCAL_PHRASE,AN_RING_10_GOU_5,T005,batch01,clean_previews/T005_clean_preview.wav,clean,chuo,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,2.046,main_attack,preserve,smart_fade_100ms,source_map_row_005,true,false,true,true,true
C_QINIST_STYLE,XWC_P02_N01,XWC_P02_N01,XWC_P02_LOCAL_PHRASE,SAN_TIAO_7,T006,batch01,clean_previews/T006_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.423,main_attack,keep_silence,smart_fade_100ms,source_map_row_006,true,false,true,true,true
C_QINIST_STYLE,XWC_P02_N02,XWC_P02_N02,XWC_P02_LOCAL_PHRASE,SAN_GOU_5,T007,batch01,clean_previews/T007_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.513,main_attack,keep_silence,smart_fade_100ms,source_map_row_007,true,false,true,true,true
C_QINIST_STYLE,XWC_P02_N03,XWC_P02_N03,XWC_P02_LOCAL_PHRASE,SAN_TIAO_6,T008,batch01,clean_previews/T008_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.316,main_attack,keep_silence,smart_fade_100ms,source_map_row_008,true,false,true,true,true
C_QINIST_STYLE,XWC_P02_N04,XWC_P02_N04,XWC_P02_LOCAL_PHRASE,AN_RING_10_GOU_4,T010,batch01,clean_previews/T010_clean_preview.wav,clean,chuo,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,2.775,main_attack,preserve,smart_fade_100ms,source_map_row_010,true,false,true,true,true
C_QINIST_STYLE,XWC_P02_N05,XWC_P02_N05,XWC_P02_LOCAL_PHRASE,SAN_TIAO_7,T011,batch02,clean_previews/T011_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,2.629,main_attack,keep_silence,smart_fade_100ms,source_map_row_011,true,false,true,true,true
C_QINIST_STYLE,XWC_P02_N06,XWC_P02_N06,XWC_P02_LOCAL_PHRASE,AN_THUMB_9_GOU_4,T013,batch02,clean_previews/T013_clean_preview.wav,clean,chuo,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,2.222,main_attack,keep_silence,smart_fade_100ms,source_map_row_013,true,false,true,true,true
C_QINIST_STYLE,XWC_P03_N01,XWC_P03_N01,XWC_P03_LOCAL_PHRASE,SAN_TIAO_6,T014,batch02,clean_previews/T014_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,1.932,main_attack,keep_silence,smart_fade_100ms,source_map_row_014,true,false,true,true,true
C_QINIST_STYLE,XWC_P03_N02,XWC_P03_N02,XWC_P03_LOCAL_PHRASE,SAN_GOU_4,T015,batch02,clean_previews/T015_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.880,main_attack,keep_silence,smart_fade_100ms,source_map_row_015,true,false,true,true,true
C_QINIST_STYLE,XWC_P03_N03,XWC_P03_N03,XWC_P03_LOCAL_PHRASE,SAN_TIAO_5,T016,batch02,clean_previews/T016_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.900,main_attack,keep_silence,smart_fade_100ms,source_map_row_016,true,false,true,true,true
C_QINIST_STYLE,XWC_P03_N04,XWC_P03_N04,XWC_P03_LOCAL_PHRASE,AN_RING_10_8_GOU_3,T018,batch02,clean_previews/T018_clean_preview.wav,clean,zhu,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,0.262,main_attack,keep_silence,smart_fade_100ms,source_map_row_018,true,false,true,true,true
C_QINIST_STYLE,XWC_P03_N05,XWC_P03_N05,XWC_P03_LOCAL_PHRASE,SAN_TIAO_6,T019,batch02,clean_previews/T019_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.147,main_attack,keep_silence,smart_fade_100ms,source_map_row_019,true,false,true,true,true
C_QINIST_STYLE,XWC_P03_N06,XWC_P03_N06,XWC_P03_LOCAL_PHRASE,AN_THUMB_9_GOU_3,T021,batch03,clean_previews/T021_clean_preview.wav,clean,chuo,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,0.831,main_attack,keep_silence,smart_fade_100ms,source_map_row_021,true,false,true,true,true
C_QINIST_STYLE,XWC_P04_N01,XWC_P04_N01,XWC_P04_LOCAL_PHRASE,SAN_TIAO_5,T022,batch03,clean_previews/T022_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,1.252,main_attack,keep_silence,smart_fade_100ms,source_map_row_022,true,false,true,true,true
C_QINIST_STYLE,XWC_P04_N02,XWC_P04_N02,XWC_P04_LOCAL_PHRASE,SAN_GOU_3,T023,batch03,clean_previews/T023_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,1.184,main_attack,keep_silence,smart_fade_100ms,source_map_row_023,true,false,true,true,true
C_QINIST_STYLE,XWC_P04_N03,XWC_P04_N03,XWC_P04_LOCAL_PHRASE,SAN_TIAO_4,T024,batch03,clean_previews/T024_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.794,main_attack,keep_silence,smart_fade_100ms,source_map_row_024,true,false,true,true,true
C_QINIST_STYLE,XWC_P04_N04,XWC_P04_N04,XWC_P04_LOCAL_PHRASE,AN_RING_10_GOU_2,T026,batch03,clean_previews/T026_clean_preview.wav,clean,chuo,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,1.991,main_attack,keep_silence,smart_fade_100ms,source_map_row_026,true,false,true,true,true
C_QINIST_STYLE,XWC_P04_N05,XWC_P04_N05,XWC_P04_LOCAL_PHRASE,SAN_TIAO_5,T027,batch03,clean_previews/T027_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.165,main_attack,keep_silence,smart_fade_100ms,source_map_row_027,true,false,true,true,true
C_QINIST_STYLE,XWC_P04_N06,XWC_P04_N06,XWC_P04_LOCAL_PHRASE,AN_THUMB_9_GOU_2,T029,batch03,clean_previews/T029_clean_preview.wav,clean,chuo,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,1.800,main_attack,keep_silence,smart_fade_100ms,source_map_row_029,true,false,true,true,true
C_QINIST_STYLE,XWC_P05_N01,XWC_P05_N01,XWC_P05_LOCAL_PHRASE,SAN_TIAO_4,T030,batch03,clean_previews/T030_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.886,main_attack,keep_silence,smart_fade_100ms,source_map_row_030,true,false,true,true,true
C_QINIST_STYLE,XWC_P05_N02,XWC_P05_N02,XWC_P05_LOCAL_PHRASE,SAN_GOU_2,T031,batch04,clean_previews/T031_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,2.501,main_attack,keep_silence,smart_fade_100ms,source_map_row_031,true,false,true,true,true
C_QINIST_STYLE,XWC_P05_N03,XWC_P05_N03,XWC_P05_LOCAL_PHRASE,SAN_TIAO_3,T032,batch04,clean_previews/T032_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.217,main_attack,keep_silence,smart_fade_100ms,source_map_row_032,true,false,true,true,true
C_QINIST_STYLE,XWC_P05_N04,XWC_P05_N04,XWC_P05_LOCAL_PHRASE,AN_RING_10_GOU_1,T034,batch04,clean_previews/T034_clean_preview.wav,clean,chuo,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,0.270,main_attack,keep_silence,smart_fade_100ms,source_map_row_034,true,false,true,true,true
C_QINIST_STYLE,XWC_P05_N05,XWC_P05_N05,XWC_P05_LOCAL_PHRASE,SAN_TIAO_4,T035,batch04,clean_previews/T035_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.137,main_attack,keep_silence,smart_fade_100ms,source_map_row_035,true,false,true,true,true
C_QINIST_STYLE,XWC_P05_N06,XWC_P05_N06,XWC_P05_LOCAL_PHRASE,AN_THUMB_9_GOU_1,T037,batch04,clean_previews/T037_clean_preview.wav,clean,chuo,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,0.863,main_attack,keep_silence,smart_fade_100ms,source_map_row_037,true,false,true,true,true
C_QINIST_STYLE,XWC_P06_N01,XWC_P06_N01,XWC_P06_LOCAL_PHRASE,SAN_TIAO_4,T038,batch04,clean_previews/T038_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.632,main_attack,keep_silence,smart_fade_100ms,source_map_row_038,true,false,true,true,true
C_QINIST_STYLE,XWC_P06_N02,XWC_P06_N02,XWC_P06_LOCAL_PHRASE,AN_THUMB_9_GOU_1,T040,batch04,clean_previews/T040_clean_preview.wav,clean,chuo,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,2.548,main_attack,keep_silence,smart_fade_100ms,source_map_row_040,true,false,true,true,true
C_QINIST_STYLE,XWC_P06_N03,XWC_P06_N03,XWC_P06_LOCAL_PHRASE,SAN_TIAO_5,T041,batch05,clean_previews/T041_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,1.712,main_attack,keep_silence,smart_fade_100ms,source_map_row_041,true,false,true,true,true
C_QINIST_STYLE,XWC_P06_N04,XWC_P06_N04,XWC_P06_LOCAL_PHRASE,AN_THUMB_9_GOU_2,T043,batch05,clean_previews/T043_clean_preview.wav,clean,chuo,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,1.534,main_attack,keep_silence,smart_fade_100ms,source_map_row_043,true,false,true,true,true
C_QINIST_STYLE,XWC_P07_N01,XWC_P07_N01,XWC_P07_LOCAL_PHRASE,SAN_TIAO_6,T044,batch05,clean_previews/T044_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.647,main_attack,keep_silence,smart_fade_100ms,source_map_row_044,true,false,true,true,true
C_QINIST_STYLE,XWC_P07_N02,XWC_P07_N02,XWC_P07_LOCAL_PHRASE,AN_THUMB_9_GOU_3,T046,batch05,clean_previews/T046_clean_preview.wav,clean,chuo,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,1.017,main_attack,keep_silence,smart_fade_100ms,source_map_row_046,true,false,true,true,true
C_QINIST_STYLE,XWC_P07_N03,XWC_P07_N03,XWC_P07_LOCAL_PHRASE,SAN_TIAO_7,T047,batch05,clean_previews/T047_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.406,main_attack,keep_silence,smart_fade_100ms,source_map_row_047,true,false,true,true,true
C_QINIST_STYLE,XWC_P07_N04,XWC_P07_N04,XWC_P07_LOCAL_PHRASE,AN_THUMB_9_GOU_4,T049,batch05,clean_previews/T049_clean_preview.wav,clean,chuo,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,1.556,main_attack,keep_silence,smart_fade_100ms,source_map_row_049,true,false,true,true,true
C_QINIST_STYLE,XWC_P08_N01,XWC_P08_N01,XWC_P08_LOCAL_PHRASE,AN_THUMB_9_GOU_5,T051,batch06,clean_previews/T051_clean_preview.wav,clean,chuo,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,0.525,main_attack,keep_silence,smart_fade_100ms,source_map_row_051,true,false,true,true,true
C_QINIST_STYLE,XWC_P08_N02,XWC_P08_N02,XWC_P08_LOCAL_PHRASE,AN_THUMB_9_GOU_6_SHANG_79,T053,batch06,clean_previews/T053_clean_preview.wav,clean,chuo,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,2.192,main_attack,keep_silence,smart_fade_100ms,source_map_row_053,true,false,true,true,true
C_QINIST_STYLE,XWC_P08_N03,XWC_P08_N03,XWC_P08_LOCAL_PHRASE,SAN_TIAO_7,T054,batch06,clean_previews/T054_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.836,main_attack,keep_silence,smart_fade_100ms,source_map_row_054,true,false,true,true,true
C_QINIST_STYLE,XWC_P08_N04,XWC_P08_N04,XWC_P08_LOCAL_PHRASE,AN_THUMB_9_GOU_4,T056,batch06,clean_previews/T056_clean_preview.wav,clean,chuo,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,0.376,main_attack,keep_silence,smart_fade_100ms,source_map_row_056,true,false,true,true,true
C_QINIST_STYLE,XWC_P09_N01,XWC_P09_N01,XWC_P09_LOCAL_PHRASE,AN_THUMB_9_GOU_4_ZHUANG,T058,batch06,clean_previews/T058_clean_preview.wav,clean,zhu,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,0.000,main_attack,keep_silence,smart_fade_100ms,source_map_row_058,true,false,true,true,true
C_QINIST_STYLE,XWC_P09_N02,XWC_P09_N01_to_N02,XWC_P09_LOCAL_PHRASE,AN_RING_10_QIAQI,T071,batch08,clean_previews/T071_clean_preview.wav,clean,context,true,"T059,T060,T071",C_QINIST_STYLE 按 context policy 选择 T071，保留 P09 transition context identity,2.165,main_attack,keep_silence,smart_fade_100ms,source_map_row_071,true,false,true,true,true
C_QINIST_STYLE,XWC_P09_N03,XWC_P09_N03,XWC_P09_LOCAL_PHRASE,SAN_TIAO_6,T061,batch07,clean_previews/T061_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,1.551,main_attack,keep_silence,smart_fade_100ms,source_map_row_061,true,false,true,true,true
C_QINIST_STYLE,XWC_P09_N04,XWC_P09_N04,XWC_P09_LOCAL_PHRASE,AN_RING_10_GOU_4,T063,batch07,clean_previews/T063_clean_preview.wav,clean,chuo,false,,C_QINIST_STYLE 按琴人风格版策略选择同事件后序 clean take,1.414,main_attack,keep_silence,smart_fade_100ms,source_map_row_063,true,false,true,true,true
C_QINIST_STYLE,XWC_P10_N01,XWC_P10_N01,XWC_P10_LOCAL_PHRASE,FAN_SHI_7_GOU_4,T064,batch07,clean_previews/T064_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,1.060,main_attack,keep_silence,smart_fade_100ms,source_map_row_064,true,false,true,true,true
C_QINIST_STYLE,XWC_P10_N02,XWC_P10_N02,XWC_P10_LOCAL_PHRASE,FAN_SHI_7_TIAO_7,T065,batch07,clean_previews/T065_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.324,main_attack,keep_silence,smart_fade_100ms,source_map_row_065,true,false,true,true,true
C_QINIST_STYLE,XWC_P10_N03,XWC_P10_N03,XWC_P10_LOCAL_PHRASE,FAN_SHI_7_TIAO_6,T066,batch07,clean_previews/T066_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.207,main_attack,keep_silence,smart_fade_100ms,source_map_row_066,true,false,true,true,true
C_QINIST_STYLE,XWC_P10_N04,XWC_P10_N04,XWC_P10_LOCAL_PHRASE,FAN_SHI_7_TIAO_4,T067,batch07,clean_previews/T067_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.128,main_attack,keep_silence,smart_fade_100ms,source_map_row_067,true,false,true,true,true
C_QINIST_STYLE,XWC_P10_N05,XWC_P10_N05,XWC_P10_LOCAL_PHRASE,FAN_ZHONG_7_GOU_1,T068,batch07,clean_previews/T068_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.511,main_attack,keep_silence,smart_fade_100ms,source_map_row_068,true,false,true,true,true
C_QINIST_STYLE,XWC_P10_N06,XWC_P10_N06,XWC_P10_LOCAL_PHRASE,FAN_DA_7_BO_6,T069,batch07,clean_previews/T069_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,0.818,main_attack,keep_silence,smart_fade_100ms,source_map_row_069,true,false,true,true,true
C_QINIST_STYLE,XWC_P10_N07,XWC_P10_N07,XWC_P10_LOCAL_PHRASE,FAN_DA7_ZHONG7_CUO_6_1,T070,batch07,clean_previews/T070_clean_preview.wav,clean,straight,false,,C_QINIST_STYLE 按版本策略选择同事件首个 ready clean take,2.727,main_attack,keep_silence,smart_fade_100ms,source_map_row_070,true,false,true,true,true
D_TEACHING_DIAGNOSTIC,XWC_P01_N01,XWC_P01_N01,XWC_P01_LOCAL_PHRASE,SAN_TIAO_7,T001,batch01,clean_previews/T001_clean_preview.wav,clean,straight,false,,D_TEACHING_DIAGNOSTIC 按版本策略选择同事件首个 ready clean take,2.716,main_attack,keep_silence,smart_fade_100ms,source_map_row_001,true,false,true,true,true
D_TEACHING_DIAGNOSTIC,XWC_P01_N02,XWC_P01_N02,XWC_P01_LOCAL_PHRASE,SAN_GOU_5,T002,batch01,clean_previews/T002_clean_preview.wav,clean,straight,false,,D_TEACHING_DIAGNOSTIC 按版本策略选择同事件首个 ready clean take,1.717,main_attack,keep_silence,smart_fade_100ms,source_map_row_002,true,false,true,true,true
D_TEACHING_DIAGNOSTIC,XWC_P01_N03,XWC_P01_N03,XWC_P01_LOCAL_PHRASE,SAN_TIAO_7,T003,batch01,clean_previews/T003_clean_preview.wav,clean,straight,false,,D_TEACHING_DIAGNOSTIC 按版本策略选择同事件首个 ready clean take,1.235,main_attack,keep_silence,smart_fade_100ms,source_map_row_003,true,false,true,true,true
D_TEACHING_DIAGNOSTIC,XWC_P01_N04,XWC_P01_N04,XWC_P01_LOCAL_PHRASE,AN_RING_10_GOU_5,T004,batch01,clean_previews/T004_clean_preview.wav,clean,chuo,false,,D_TEACHING_DIAGNOSTIC 按版本策略选择同事件首个 ready clean take,0.498,main_attack,keep_silence,smart_fade_100ms,source_map_row_004,true,false,true,true,true
D_TEACHING_DIAGNOSTIC,XWC_P02_N01,XWC_P02_N01,XWC_P02_LOCAL_PHRASE,SAN_TIAO_7,T006,batch01,clean_previews/T006_clean_preview.wav,clean,straight,false,,D_TEACHING_DIAGNOSTIC 按版本策略选择同事件首个 ready clean take,0.423,main_attack,keep_silence,smart_fade_100ms,source_map_row_006,true,false,true,true,true
D_TEACHING_DIAGNOSTIC,XWC_P02_N02,XWC_P02_N02,XWC_P02_LOCAL_PHRASE,SAN_GOU_5,T007,batch01,clean_previews/T007_clean_preview.wav,clean,straight,false,,D_TEACHING_DIAGNOSTIC 按版本策略选择同事件首个 ready clean take,0.513,main_attack,keep_silence,smart_fade_100ms,source_map_row_007,true,false,true,true,true
D_TEACHING_DIAGNOSTIC,XWC_P02_N03,XWC_P02_N03,XWC_P02_LOCAL_PHRASE,SAN_TIAO_6,T008,batch01,clean_previews/T008_clean_preview.wav,clean,straight,false,,D_TEACHING_DIAGNOSTIC 按版本策略选择同事件首个 ready clean take,0.316,main_attack,keep_silence,smart_fade_100ms,source_map_row_008,true,false,true,true,true
D_TEACHING_DIAGNOSTIC,XWC_P02_N04,XWC_P02_N04,XWC_P02_LOCAL_PHRASE,AN_RING_10_GOU_4,T009,batch01,clean_previews/T009_clean_preview.wav,clean,chuo,false,,D_TEACHING_DIAGNOSTIC 按版本策略选择同事件首个 ready clean take,1.526,main_attack,keep_silence,smart_fade_100ms,source_map_row_009,true,false,true,true,true
